# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       8.517696811915e+13       1.041817076186e-25       5.440597306006e-09       1.565324589819e+22       1.389409113207e+04       1.631202828519e-10       1.183456557401e+18       3.141645240375e-09       1.448330848536e+44       1.684578332229e+33       8.422891661145e+33       3.815924191813e-08       1.001910222855e+44       2.450241071491e+44       1.739413757127e-06       6.232893980709e+00 
       8.458487400115e+13       1.056453564289e-25       5.478796083480e-09       1.543638019286e+22       1.389409113207e+04       1.642621248319e-10       1.175229947766e+18       3.163636757057e-09       1.408477451704e+44       1.649691735259e+33       8.248458676296e+33       3.815924191813e-08       9.743408827823e+43       2.382818334585e+44       1.815040442220e-06       5.973190064846e+00 
       8.399689573103e+13       1.071295680414e-25       5.518813850358e-09       1.522251902311e+22       1.389409113207e+04       1.654119597057e-10       1.167060524098e+18       3.185782214357e-09       1.369720691902e+44       1.615527618583e+33       8.077638092915e+33       3.815924191813e-08       9.475301620897e+43       2.317250854089e+44       1.890667127312e-06       5.734262462252e+00 
       8.341300469814e+13       1.086346313428e-25       5.557012627833e-09       1.501162076301e+22       1.389409113207e+04       1.665698434237e-10       1.158947888875e+18       3.208082689857e-09       1.332030393213e+44       1.582071020071e+33       7.910355100356e+33       3.815924191813e-08       9.214571860169e+43       2.253487579324e+44       1.966293812405e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436335e+22       1.389409113207e+04       1.677358323276e-10       1.150891647344e+18       3.230539268686e-09       1.295377210063e+44       1.549307287451e+33       7.746536437255e+33       3.815924191813e-08       8.961016542097e+43       2.191478864366e+44       2.041920497497e-06       5.309502279863e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934363e+22       1.389409113207e+04       1.689099831539e-10       1.142891407492e+18       3.253153043566e-09       1.259732604377e+44       1.517222071890e+33       7.586110359448e+33       3.815924191813e-08       8.714438249143e+43       2.131176429383e+44       2.117547182589e-06       5.119877198439e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578416e+22       1.389409113207e+04       1.700923530360e-10       1.134946780031e+18       3.275925114871e-09       1.225068823353e+44       1.485801321710e+33       7.429006608548e+33       3.815924191813e-08       8.474644996064e+43       2.072533323049e+44       2.193173867682e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693224270e-25       5.713445716538e-09       1.419684431833e+22       1.389409113207e+04       1.712829995072e-10       1.127057378383e+18       3.298856590675e-09       1.191358877859e+44       1.455031276235e+33       7.275156381176e+33       3.815924191813e-08       8.241450080431e+43       2.015503885989e+44       2.268800552774e-06       4.778552051876e+00 
       8.055387056366e+13       1.164831215378e-25       5.753463483416e-09       1.400015612493e+22       1.389409113207e+04       1.724819805038e-10       1.119222818652e+18       3.321948586810e-09       1.158576521413e+44       1.424898459766e+33       7.124492298832e+33       3.815924191813e-08       8.014671937265e+43       1.960043715225e+44       2.344427237866e-06       4.624405211493e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292059e+22       1.389409113207e+04       1.736893543673e-10       1.111442719615e+18       3.345202226917e-09       1.126696229756e+44       1.395389675676e+33       6.976948378381e+33       3.815924191813e-08       7.794133997669e+43       1.906109629606e+44       2.420053922959e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790550731e-25       5.835318006575e-09       1.361491695233e+22       1.389409113207e+04       1.749051798479e-10       1.103716702696e+18       3.368618642505e-09       1.095693180972e+44       1.366492000632e+33       6.832460003161e+33       3.815924191813e-08       7.579664551354e+43       1.853659636189e+44       2.495680608051e-06       4.344138228978e+00 
       7.888564869297e+13       1.214618310178e-25       5.875335773453e-09       1.342629099021e+22       1.389409113207e+04       1.761295161068e-10       1.096044391952e+18       3.392198973003e-09       1.065543236164e+44       1.338192778936e+33       6.690963894679e+33       3.815924191813e-08       7.371096612945e+43       1.802652897539e+44       2.571307293144e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682482818e-25       5.917172529735e-09       1.324027832010e+22       1.389409113207e+04       1.773624227196e-10       1.088425414054e+18       3.415944365814e-09       1.036222920661e+44       1.310479616981e+33       6.552398084905e+33       3.815924191813e-08       7.168267791965e+43       1.753049699936e+44       2.646933978236e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986390019e-25       5.957190296613e-09       1.305684273649e+22       1.389409113207e+04       1.786039596786e-10       1.080859398266e+18       3.439855976374e-09       1.007709405738e+44       1.283340377825e+33       6.416701889127e+33       3.815924191813e-08       6.971020166400e+43       1.704811422455e+44       2.722560663328e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533399812e-25       5.999027052894e-09       1.287594853552e+22       1.389409113207e+04       1.798541873964e-10       1.073345976431e+18       3.463934968208e-09       9.799804908440e+43       1.256763175875e+33       6.283815879377e+33       3.815924191813e-08       6.779200159740e+43       1.657900506893e+44       2.798187348421e-06       3.874501663683e+00 
       7.671496989756e+13       1.284326927546e-25       6.040863809176e-09       1.269756050795e+22       1.389409113207e+04       1.811131667081e-10       1.065884782950e+18       3.488182512986e-09       9.530145863146e+43       1.230736371681e+33       6.153681858404e+33       3.815924191813e-08       6.592658421409e+43       1.612280428529e+44       2.873814033513e-06       3.772541093586e+00 
       7.618169801148e+13       1.302370436551e-25       6.084519554861e-09       1.252164393234e+22       1.389409113207e+04       1.823809588751e-10       1.058475454767e+18       3.512599790576e-09       9.267906965640e+43       1.205248566838e+33       6.026242834189e+33       3.815924191813e-08       6.411249710473e+43       1.567915667684e+44       2.949440718605e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438814e-25       6.126356311142e-09       1.234816456832e+22       1.389409113207e+04       1.836576255872e-10       1.051117631347e+18       3.537187989110e-09       9.012884037369e+43       1.180288598996e+33       5.901442994979e+33       3.815924191813e-08       6.234832782562e+43       1.524771682064e+44       3.025067403698e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221495662e-25       6.170012056828e-09       1.217708864988e+22       1.389409113207e+04       1.849432289663e-10       1.043810954665e+18       3.561948305034e-09       8.764878518120e+43       1.155845536970e+33       5.779227684852e+33       3.815924191813e-08       6.063270279898e+43       1.482814879871e+44       3.100694088790e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218454e-25       6.211848813109e-09       1.200838287882e+22       1.389409113207e+04       1.862378315691e-10       1.036555069181e+18       3.586881943169e-09       8.523697311413e+43       1.131908675955e+33       5.659543379777e+33       3.815924191813e-08       5.896428624344e+43       1.442012593644e+44       3.176320773882e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269287e-25       6.255504558794e-09       1.184201441826e+22       1.389409113207e+04       1.875414963901e-10       1.029349621828e+18       3.611990116771e-09       8.289152634162e+43       1.108467532834e+33       5.542337664171e+33       3.815924191813e-08       5.734177913402e+43       1.402333054823e+44       3.251947458975e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361705e-25       6.299160304479e-09       1.167795088626e+22       1.389409113206e+04       1.888542868648e-10       1.022194261994e+18       3.637274047588e-09       8.061061870467e+43       1.085511841589e+33       5.427559207947e+33       3.815924191813e-08       5.576391819074e+43       1.363745369019e+44       3.327574144067e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081261425e-25       6.344635039568e-09       1.151616034951e+22       1.389409113206e+04       1.901762668728e-10       1.015088641503e+18       3.662734965921e-09       7.839247429430e+43       1.063031548807e+33       5.315157744035e+33       3.815924191813e-08       5.422947489502e+43       1.326219491957e+44       3.403200829159e-06       3.185701367918e+00 
       7.255115897971e+13       1.435975787067e-25       6.388290785253e-09       1.135661131712e+22       1.389409113206e+04       1.915075007410e-10       1.008032414601e+18       3.688374110682e-09       7.623536606878e+43       1.041016809273e+33       5.205084046363e+33       3.815924191813e-08       5.273725453312e+43       1.289726206082e+44       3.478827514252e-06       3.116446990354e+00 
       7.204683116158e+13       1.456149810899e-25       6.433765520342e-09       1.119927273448e+22       1.389409113206e+04       1.928480532461e-10       1.001025237936e+18       3.714192729457e-09       7.413761450905e+43       1.019457981660e+33       5.097289908301e+33       3.815924191813e-08       5.128609526601e+43       1.254237097812e+44       3.554454199344e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607259592e-25       6.477421266027e-09       1.104411397721e+22       1.389409113206e+04       1.941979896189e-10       9.940667705417e+17       3.740192078562e-09       7.209758631097e+43       9.983456243105e+32       4.991728121552e+33       3.815924191813e-08       4.987486722468e+43       1.219724535416e+44       3.630080884436e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352114982e-25       6.522896001115e-09       1.089110484524e+22       1.389409113206e+04       1.955573755462e-10       9.871566738249e+17       3.766373423112e-09       7.011369311369e+43       9.776704910943e+32       4.888352455471e+33       3.815924191813e-08       4.850247163053e+43       1.186161647501e+44       3.705707569529e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388414845e-25       6.568370736204e-09       1.074021555689e+22       1.389409113206e+04       1.969262771750e-10       9.802946115441e+17       3.792738037074e-09       6.818439026289e+43       9.574235273648e+32       4.787117636824e+33       3.815924191813e-08       4.716783993974e+43       1.153522302084e+44       3.781334254621e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720253685e-25       6.615664460696e-09       1.059141674306e+22       1.389409113206e+04       1.983047611152e-10       9.734802497956e+17       3.819287203333e-09       6.630817560821e+43       9.375958659913e+32       4.687979329957e+33       3.815924191813e-08       4.586993301144e+43       1.121781086253e+44       3.856960939713e-06       2.810912971692e+00 
       6.957729352772e+13       1.561351783529e-25       6.661139195785e-09       1.044467944159e+22       1.389409113206e+04       1.996928944431e-10       9.667132569966e+17       3.846022213756e-09       6.448358833359e+43       9.181788234760e+32       4.590894117380e+33       3.815924191813e-08       4.460774029851e+43       1.090913286376e+44       3.932587624806e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287214736e-25       6.708432920277e-09       1.029997509153e+22       1.389409113206e+04       2.010907447042e-10       9.599933038695e+17       3.872944369252e-09       6.270920781994e+43       8.991638961508e+32       4.495819480754e+33       3.815924191813e-08       4.338027906086e+43       1.060894868862e+44       4.008214309898e-06       2.704840784082e+00 
       6.861334464875e+13       1.605530816816e-25       6.755726644769e-09       1.015727552765e+22       1.389409113206e+04       2.024983799171e-10       9.533200634255e+17       3.900054979836e-09       6.098365253901e+43       8.805427564539e+32       4.402713782270e+33       3.815924191813e-08       4.218659360024e+43       1.031702461445e+44       4.083840994990e-06       2.654751139932e+00 
       6.813638991932e+13       1.628086919261e-25       6.803020369262e-09       1.001655297490e+22       1.389409113206e+04       2.039158685765e-10       9.466932109489e+17       3.927355364695e-09       5.930557897776e+43       8.623072492820e+32       4.311536246410e+33       3.815924191813e-08       4.102575451612e+43       1.003313334991e+44       4.159467680083e-06       2.606482937388e+00 
       6.766275066466e+13       1.650959912390e-25       6.850314093754e-09       9.877780043080e+21       1.389409113206e+04       2.053432796565e-10       9.401124239810e+17       3.954846852248e-09       5.767368059232e+43       8.444493884189e+32       4.222246942095e+33       3.815924191813e-08       3.989685798209e+43       9.757053857948e+43       4.235094365175e-06       2.559938599220e+00 
       6.719240383780e+13       1.674154248199e-25       6.897607818246e-09       9.740929721426e+21       1.389409113206e+04       2.067806826141e-10       9.335773823049e+17       3.982530780213e-09       5.608668679066e+43       8.269613530385e+32       4.134806765192e+33       3.815924191813e-08       3.879902504213e+43       9.488571183776e+43       4.310721050268e-06       2.515027395725e+00 
       6.672532655193e+13       1.697674441231e-25       6.946720532142e-09       9.605975373407e+21       1.389409113206e+04       2.082281473924e-10       9.270877679293e+17       4.010408495674e-09       5.454336194339e+43       8.098354842789e+32       4.049177421394e+33       3.815924191813e-08       3.773140092625e+43       9.227476287450e+43       4.386347735360e-06       2.471664854420e+00 
       6.626149607938e+13       1.721525069456e-25       6.994014256634e-09       9.472890731521e+21       1.389409113206e+04       2.096857444242e-10       9.206432650738e+17       4.038481355144e-09       5.304250442161e+43       7.930642818887e+32       3.965321409444e+33       3.815924191813e-08       3.669315438497e+43       8.973565881134e+43       4.461974420452e-06       2.429772229769e+00 
       6.580088985043e+13       1.745710775157e-25       7.043126970530e-09       9.341649892188e+21       1.389409113206e+04       2.111535446351e-10       9.142435601527e+17       4.066750724629e-09       5.158294566141e+43       7.766404009423e+32       3.883202004712e+33       3.815924191813e-08       3.568347704214e+43       8.726642270821e+43       4.537601105545e-06       2.389276025940e+00 
       6.534348545226e+13       1.770236265837e-25       7.092239684425e-09       9.212227310701e+21       1.389409113206e+04       2.126316194476e-10       9.078883417604e+17       4.095217979701e-09       5.016354925399e+43       7.605566486230e+32       3.802783243115e+33       3.815924191813e-08       3.470158276548e+43       8.486513202403e+43       4.613227790637e-06       2.350107566498e+00 
       6.488926062786e+13       1.795106315135e-25       7.143171387725e-09       9.084597796263e+21       1.389409113206e+04       2.141200407837e-10       9.015773006558e+17       4.123884505559e-09       4.878321006084e+43       7.448059810728e+32       3.724029905364e+33       3.815924191813e-08       3.374670705457e+43       8.252991711987e+43       4.688854475729e-06       2.312202605748e+00 
       6.443819327494e+13       1.820325763757e-25       7.192284101620e-09       8.958736507077e+21       1.389409113206e+04       2.156188810692e-10       8.953101297476e+17       4.152751697097e-09       4.744085335330e+43       7.293815003079e+32       3.646907501540e+33       3.815924191813e-08       3.281810644556e+43       8.025895980324e+43       4.764481160822e-06       2.275500977086e+00 
       6.399026144483e+13       1.845899520411e-25       7.243215804920e-09       8.834618945513e+21       1.389409113206e+04       2.171282132367e-10       8.890865240790e+17       4.181820958977e-09       4.613543397580e+43       7.142764511976e+32       3.571382255988e+33       3.815924191813e-08       3.191505793234e+43       7.805049191242e+43       4.840107845914e-06       2.239946274319e+00 
       6.354544334144e+13       1.871832562774e-25       7.294147508219e-09       8.712220953342e+21       1.389409113206e+04       2.186481107293e-10       8.829061808133e+17       4.211093705689e-09       4.486593553207e+43       6.994842185058e+32       3.497421092529e+33       3.815924191813e-08       3.103685840358e+43       7.590279393984e+43       4.915734531006e-06       2.205485562406e+00 
       6.310371732019e+13       1.898129938448e-25       7.345079211518e-09       8.591518707028e+21       1.389409113206e+04       2.201786475045e-10       8.767687992188e+17       4.240571361629e-09       4.363136959379e+43       6.849983239939e+32       3.424991619969e+33       3.815924191813e-08       3.018282409532e+43       7.381419369322e+43       4.991361216099e-06       2.172069114491e+00 
       6.266506188699e+13       1.924796765953e-25       7.396010914817e-09       8.472488713100e+21       1.389409113206e+04       2.217198980370e-10       8.706740806542e+17       4.270255361160e-09       4.243077493099e+43       6.708124235837e+32       3.354062117918e+33       3.815924191813e-08       2.935229005858e+43       7.178306499360e+43       5.066987901191e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838235717e-25       7.448761607520e-09       8.355107803569e+21       1.389409113206e+04       2.232719373232e-10       8.646217285543e+17       4.300147148688e-09       4.126321676367e+43       6.569203045791e+32       3.284601522895e+33       3.815924191813e-08       2.854460964164e+43       6.980782640926e+43       5.142614586284e-06       2.108184728771e+00 
       6.179687755423e+13       1.979259611091e-25       7.499693310820e-09       8.239353131427e+21       1.389409113206e+04       2.248348408845e-10       8.586114484154e+17       4.330248178728e-09       4.012778603396e+43       6.433158829451e+32       3.216579414725e+33       3.815924191813e-08       2.775915398654e+43       6.788694002436e+43       5.218241271376e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066229367e-25       7.552444003522e-09       8.125202166196e+21       1.389409113206e+04       2.264086847707e-10       8.526429477810e+17       4.360559915979e-09       3.902359869831e+43       6.299932006434e+32       3.149966003217e+33       3.815924191813e-08       2.699531153946e+43       6.601891024155e+43       5.293867956468e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263502823e-25       7.605194696225e-09       8.012632689542e+21       1.389409113206e+04       2.279935455641e-10       8.467159362274e+17       4.391083835390e-09       3.794979503924e+43       6.169464230231e+32       3.084732115116e+33       3.815924191813e-08       2.625248757458e+43       6.420228261752e+43       5.369494641561e-06       2.019106500796e+00 
       6.051710164830e+13       2.063856919774e-25       7.657945388928e-09       7.901622790954e+21       1.389409113206e+04       2.295895003830e-10       8.408301253499e+17       4.421821422237e-09       3.690553899588e+43       6.041698362654e+32       3.020849181327e+33       3.815924191813e-08       2.553010373101e+43       6.243564273052e+43       5.445121326653e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852045640e-25       7.712515071034e-09       7.792150863474e+21       1.389409113206e+04       2.311966268857e-10       8.349852287487e+17       4.452774172193e-09       3.589001751309e+43       5.916578448810e+32       2.958289224405e+33       3.815924191813e-08       2.482759756250e+43       6.071761507914e+43       5.520748011746e-06       1.963788514473e+00 
       5.967867593016e+13       2.122254524029e-25       7.767084753141e-09       7.684195599498e+21       1.389409113206e+04       2.328150032739e-10       8.291809620146e+17       4.483943591398e-09       3.490243990837e+43       5.794049692602e+32       2.897024846301e+33       3.815924191813e-08       2.414442209950e+43       5.904686201135e+43       5.596374696838e-06       1.937250831845e+00 
       5.926382912628e+13       2.152070077837e-25       7.821654435247e-09       7.577735986624e+21       1.389409113206e+04       2.344447082968e-10       8.234170427155e+17       4.515331196537e-09       3.394203725627e+43       5.674058432723e+32       2.837029216361e+33       3.815924191813e-08       2.348004542330e+43       5.742208268298e+43       5.672001381931e-06       1.911420820754e+00 
       5.885186606383e+13       2.182304510360e-25       7.876224117354e-09       7.472751303562e+21       1.389409113206e+04       2.360858212549e-10       8.176931903829e+17       4.546938514912e-09       3.300806178968e+43       5.556552119161e+32       2.778276059581e+33       3.815924191813e-08       2.283395025187e+43       5.584201204488e+43       5.747628067023e-06       1.886270546797e+00 
       5.844276669695e+13       2.212963706426e-25       7.930793799460e-09       7.369221116103e+21       1.389409113206e+04       2.377384220037e-10       8.120091264974e+17       4.578767084516e-09       3.209978631763e+43       5.441479290185e+32       2.720739645092e+33       3.815924191813e-08       2.220563353712e+43       5.430541985802e+43       5.823254752116e-06       1.861773526709e+00 
       5.803651111912e+13       2.244053633537e-25       7.985363481566e-09       7.267125273142e+21       1.389409113206e+04       2.394025909577e-10       8.063645744760e+17       4.610818454107e-09       3.121650365911e+43       5.328789549800e+32       2.664394774900e+33       3.815924191813e-08       2.159460607324e+43       5.281110973554e+43       5.898881437208e-06       1.837904635341e+00 
       5.763307956218e+13       2.275580343034e-25       8.041752153076e-09       7.166443902754e+21       1.389409113206e+04       2.410784090944e-10       8.007592596584e+17       4.643094183286e-09       3.035752609243e+43       5.218433545687e+32       2.609216772843e+33       3.815924191813e-08       2.100039211576e+43       5.135791821132e+43       5.974508122300e-06       1.814640019704e+00 
       5.723245239541e+13       2.307549971273e-25       8.098140824586e-09       7.067157408326e+21       1.389409113206e+04       2.427659579581e-10       7.951929092934e+17       4.675595842568e-09       2.952218481982e+43       5.110362947580e+32       2.555181473790e+33       3.815924191813e-08       2.042252901117e+43       4.994471383406e+43       6.050134807393e-06       1.791957019458e+00 
       5.683461012454e+13       2.339968740819e-25       8.154529496096e-09       6.969246464744e+21       1.389409113206e+04       2.444653196638e-10       7.896652525257e+17       4.708325013466e-09       2.870982944664e+43       5.004530426105e+32       2.502265213052e+33       3.815924191813e-08       1.986056683671e+43       4.857039628635e+43       6.125761492485e-06       1.769834093292e+00 
       5.643953339081e+13       2.372842961659e-25       8.212737157010e-09       6.872692014632e+21       1.389409113206e+04       2.461765769014e-10       7.841760203830e+17       4.741283288559e-09       2.791982747502e+43       4.900889632051e+32       2.450444816025e+33       3.815924191813e-08       1.931406805003e+43       4.723389552799e+43       6.201388177578e-06       1.748250750691e+00 
       5.604720297002e+13       2.406179032427e-25       8.269125828519e-09       6.777475264641e+21       1.389409113206e+04       2.478998129397e-10       7.787249457627e+17       4.774472271579e-09       2.715156381141e+43       4.799395176070e+32       2.399697588035e+33       3.815924191813e-08       1.878260714853e+43       4.593417096282e+43       6.277014862671e-06       1.727187488635e+00 
       5.565759977161e+13       2.439983441653e-25       8.327333489433e-09       6.683577681791e+21       1.389409113206e+04       2.496351116303e-10       7.733117634187e+17       4.807893577479e-09       2.640444028762e+43       4.700002608801e+32       2.350001304400e+33       3.815924191813e-08       1.826577033809e+43       4.467021062853e+43       6.352641547763e-06       1.706625732818e+00 
       5.527070483775e+13       2.474262769025e-25       8.385541150346e-09       6.590980989866e+21       1.389409113206e+04       2.513825574117e-10       7.679362099491e+17       4.841548832521e-09       2.567787519515e+43       4.602668401401e+32       2.301334200701e+33       3.815924191813e-08       1.776315521086e+43       4.344103040877e+43       6.428268232856e-06       1.686547783020e+00 
       5.488649934235e+13       2.509023686666e-25       8.443748811260e-09       6.499667165854e+21       1.389409113206e+04       2.531422353136e-10       7.625980237826e+17       4.875439674348e-09       2.497130283223e+43       4.507349926485e+32       2.253674963242e+33       3.815924191813e-08       1.727437043195e+43       4.224567326688e+43       6.503894917948e-06       1.666936762288e+00 
       5.450496459022e+13       2.544272960440e-25       8.503775461577e-09       6.409618436442e+21       1.389409113206e+04       2.549142309608e-10       7.572969451664e+17       4.909567752068e-09       2.428417306338e+43       4.414005439453e+32       2.207002719726e+33       3.815924191813e-08       1.679903543474e+43       4.108320850078e+43       6.579521603041e-06       1.647776569618e+00 
       5.412608201611e+13       2.580017451261e-25       8.563802111894e-09       6.320817274553e+21       1.389409113206e+04       2.566986305775e-10       7.520327161533e+17       4.943934726332e-09       2.361595089109e+43       4.322594060212e+32       2.161297030106e+33       3.815924191813e-08       1.633678012461e+43       3.995273101829e+43       6.655148288133e-06       1.629051835873e+00 
       5.374983318382e+13       2.616264116433e-25       8.623828762211e-09       6.233246395938e+21       1.389409113206e+04       2.584955209916e-10       7.468050805892e+17       4.978542269416e-09       2.296611603922e+43       4.233075755270e+32       2.116537877635e+33       3.815924191813e-08       1.588724459072e+43       3.885336063247e+43       6.730774973226e-06       1.610747882661e+00 
       5.337619978533e+13       2.653020011005e-25       8.683855412528e-09       6.146888755809e+21       1.389409113206e+04       2.603049896385e-10       7.416137841005e+17       5.013392065301e-09       2.233416254799e+43       4.145411320205e+32       2.072705660103e+33       3.815924191813e-08       1.545007882581e+43       3.778424137629e+43       6.806401658319e-06       1.592850683965e+00 
       5.300516363985e+13       2.690292289139e-25       8.743882062845e-09       6.061727545523e+21       1.389409113206e+04       2.621271245660e-10       7.364585740819e+17       5.048485809758e-09       2.171959837999e+43       4.059562362496e+32       2.029781181248e+33       3.815924191813e-08       1.502494245373e+43       3.674454083616e+43       6.882028343411e-06       1.575346830295e+00 
       5.263670669300e+13       2.728088205509e-25       8.805727702565e-09       5.977746189311e+21       1.389409113206e+04       2.639620144379e-10       7.313391996841e+17       5.083825210426e-09       2.112194503709e+43       3.975491284705e+32       1.987745642352e+33       3.815924191813e-08       1.461150446435e+43       3.573344950382e+43       6.957655028504e-06       1.558223495184e+00 
       5.227081101588e+13       2.766415116708e-25       8.867573342286e-09       5.894928341049e+21       1.389409113206e+04       2.658097485390e-10       7.262554118015e+17       5.119411986898e-09       2.054073718788e+43       3.893161268016e+32       1.946580634008e+33       3.815924191813e-08       1.420944295589e+43       3.475018014610e+43       7.033281713597e-06       1.541468403838e+00 
       5.190745880425e+13       2.805280482682e-25       8.929418982007e-09       5.813257881079e+21       1.389409113206e+04       2.676704167788e-10       7.212069630601e+17       5.155247870806e-09       1.997552230540e+43       3.812536256108e+32       1.906268128054e+33       3.815924191813e-08       1.381844488425e+43       3.379396719193e+43       7.108908398689e-06       1.525069803797e+00 
       5.154663237761e+13       2.844691868183e-25       8.991264621727e-09       5.732718913071e+21       1.389409113206e+04       2.695441096962e-10       7.161936078055e+17       5.191334605901e-09       1.942586031473e+43       3.733580939365e+32       1.866790469682e+33       3.815924191813e-08       1.343820581931e+43       3.286406613628e+43       7.184535083782e-06       1.509016437442e+00 
       5.118831417836e+13       2.884656944239e-25       9.054929250851e-09       5.653295760927e+21       1.389409113206e+04       2.714309184641e-10       7.112151020908e+17       5.227673948141e-09       1.889132325043e+43       3.656260739411e+32       1.828130369705e+33       3.815924191813e-08       1.306842970789e+43       3.195975296052e+43       7.260161768875e-06       1.493297516219e+00 
       5.083248677097e+13       2.925183489648e-25       9.118593879975e-09       5.574972965733e+21       1.389409113206e+04       2.733309348933e-10       7.062712036652e+17       5.264267665778e-09       1.837149492327e+43       3.580541793968e+32       1.790270896984e+33       3.815924191813e-08       1.270882864323e+43       3.108032356865e+43       7.335788453967e-06       1.477902696464e+00 
       5.047913284108e+13       2.966279392493e-25       9.182258509099e-09       5.497735282747e+21       1.389409113206e+04       2.752442514376e-10       7.013616719614e+17       5.301117539438e-09       1.786597059621e+43       3.506390942025e+32       1.753195471012e+33       3.815924191813e-08       1.235912264084e+43       3.022509323916e+43       7.411415139060e-06       1.462822056705e+00 
       5.012823519472e+13       3.007952651678e-25       9.245923138224e-09       5.421567678434e+21       1.389409113206e+04       2.771709611977e-10       6.964862680848e+17       5.338225362213e-09       1.737435666928e+43       3.433775709315e+32       1.716887854657e+33       3.815924191813e-08       1.201903942050e+43       2.939339609184e+43       7.487041824153e-06       1.448046076334e+00 
       4.977977675741e+13       3.050211378481e-25       9.311406756751e-09       5.346455327539e+21       1.389409113206e+04       2.791111579260e-10       6.916447548012e+17       5.375592939748e-09       1.689627037309e+43       3.362664294094e+32       1.681332147047e+33       3.815924191813e-08       1.168831419426e+43       2.858458456937e+43       7.562668509246e-06       1.433565615571e+00 
       4.943374057340e+13       3.093063798137e-25       9.375071385875e-09       5.272383610200e+21       1.389409113206e+04       2.810649360315e-10       6.868368965255e+17       5.413222090325e-09       1.643133947085e+43       3.293025553212e+32       1.646512776606e+33       3.815924191813e-08       1.136668946028e+43       2.779802893311e+43       7.638295194339e-06       1.419371896606e+00 
       4.909010980477e+13       3.136518251437e-25       9.442373993807e-09       5.199338109107e+21       1.389409113206e+04       2.830323905837e-10       6.820624593104e+17       5.451114644957e-09       1.597920196852e+43       3.224828988477e+32       1.612414494238e+33       3.815924191813e-08       1.105391480235e+43       2.703311677281e+43       7.713921879431e-06       1.405456485855e+00 
       4.874886773065e+13       3.180583196350e-25       9.507857612334e-09       5.127304606689e+21       1.389409113206e+04       2.850136173178e-10       6.773212108345e+17       5.489272447471e-09       1.553950583297e+43       3.158044733292e+32       1.579022366646e+33       3.815924191813e-08       1.074974669490e+43       2.628925252977e+43       7.789548564524e-06       1.391811277255e+00 
       4.840999774643e+13       3.225267209676e-25       9.575160220265e-09       5.056269082352e+21       1.389409113206e+04       2.870087126391e-10       6.726129203918e+17       5.527697354603e-09       1.511190871789e+43       3.092643539584e+32       1.546321769792e+33       3.815924191813e-08       1.045394831340e+43       2.556585703315e+43       7.865175249617e-06       1.378428476512e+00 
       4.807348336289e+13       3.270578988704e-25       9.640643838793e-09       4.986217709749e+21       1.389409113206e+04       2.890177736275e-10       6.679373588796e+17       5.566391236084e-09       1.469607769722e+43       3.028596764986e+32       1.514298382493e+33       3.815924191813e-08       1.016628934998e+43       2.486236704901e+43       7.940801934710e-06       1.365300586260e+00 
       4.773930820545e+13       3.316527352916e-25       9.707946446724e-09       4.917136854087e+21       1.389409113206e+04       2.910408980429e-10       6.632942987881e+17       5.605355974736e-09       1.429168900597e+43       2.965876360299e+32       1.482938180150e+33       3.815924191813e-08       9.886545834071e+42       2.417823484182e+43       8.016428619803e-06       1.352420392050e+00 
