#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.842344209340e+02       5.362840073415e-04      -2.878218728941e+00       5.905838791492e-03       1.374990336822e-03       3.437475816726e-03       6.874951633525e-06       6.874951633579e-04      -2.159359166000e+00       5.928902048419e-03       5.201240091914e-01       5.424282748165e-01      -2.619305472638e+00       2.101882152660e-03       1.243895739387e-01      -2.405193790349e+00       1.050166333943e-02 
       1.842344216757e+02       5.362840100592e-04      -2.878218737593e+00       5.905838783640e-03       1.374990357569e-03       3.437475816649e-03       6.874951633525e-06       6.874951633688e-04      -2.159359172506e+00       5.928902040780e-03       5.201240087124e-01       5.424282741137e-01      -2.619305477528e+00       2.101882109424e-03       1.243895739218e-01      -2.405193800247e+00       1.050166337301e-02 
       1.842344224173e+02       5.362840127768e-04      -2.878218746244e+00       5.905838775789e-03       1.374990378316e-03       3.437475816573e-03       6.874951633525e-06       6.874951633798e-04      -2.159359179011e+00       5.928902033141e-03       5.201240082333e-01       5.424282734109e-01      -2.619305482417e+00       2.101882066187e-03       1.243895739048e-01      -2.405193810144e+00       1.050166340659e-02 
       1.842344231590e+02       5.362840154945e-04      -2.878218754896e+00       5.905838767937e-03       1.374990399063e-03       3.437475816496e-03       6.874951633526e-06       6.874951633907e-04      -2.159359185517e+00       5.928902025501e-03       5.201240077542e-01       5.424282727081e-01      -2.619305487307e+00       2.101882022951e-03       1.243895738879e-01      -2.405193820041e+00       1.050166344017e-02 
       1.842344239007e+02       5.362840182121e-04      -2.878218763547e+00       5.905838760085e-03       1.374990419810e-03       3.437475816420e-03       6.874951633526e-06       6.874951634017e-04      -2.159359192023e+00       5.928902017862e-03       5.201240072752e-01       5.424282720052e-01      -2.619305492197e+00       2.101881979715e-03       1.243895738710e-01      -2.405193829938e+00       1.050166347374e-02 
       1.842344313174e+02       5.362840453886e-04      -2.878218850063e+00       5.905838681569e-03       1.374990627279e-03       3.437475815657e-03       6.874951633535e-06       6.874951635114e-04      -2.159359257080e+00       5.928901941470e-03       5.201240024845e-01       5.424282649771e-01      -2.619305541095e+00       2.101881547351e-03       1.243895737018e-01      -2.405193928911e+00       1.050166380953e-02 
       1.842344387341e+02       5.362840725650e-04      -2.878218936578e+00       5.905838603053e-03       1.374990834747e-03       3.437475814897e-03       6.874951633553e-06       6.874951636215e-04      -2.159359322138e+00       5.928901865078e-03       5.201239976939e-01       5.424282579489e-01      -2.619305589993e+00       2.101881114988e-03       1.243895735326e-01      -2.405194027883e+00       1.050166414532e-02 
       1.842344461509e+02       5.362840997415e-04      -2.878219023093e+00       5.905838524536e-03       1.374991042214e-03       3.437475814139e-03       6.874951633580e-06       6.874951637321e-04      -2.159359387195e+00       5.928901788686e-03       5.201239929032e-01       5.424282509208e-01      -2.619305638891e+00       2.101880682625e-03       1.243895733633e-01      -2.405194126856e+00       1.050166448111e-02 
       1.842344535676e+02       5.362841269180e-04      -2.878219109609e+00       5.905838446019e-03       1.374991249680e-03       3.437475813383e-03       6.874951633616e-06       6.874951638432e-04      -2.159359452253e+00       5.928901712295e-03       5.201239881125e-01       5.424282438927e-01      -2.619305687789e+00       2.101880250261e-03       1.243895731941e-01      -2.405194225828e+00       1.050166481689e-02 
       1.842344763120e+02       5.362842102582e-04      -2.878219374919e+00       5.905838205237e-03       1.374991885898e-03       3.437475811080e-03       6.874951633785e-06       6.874951641867e-04      -2.159359651761e+00       5.928901478029e-03       5.201239734214e-01       5.424282223399e-01      -2.619305837742e+00       2.101878924360e-03       1.243895726752e-01      -2.405194529341e+00       1.050166584663e-02 
       1.842344990564e+02       5.362842935985e-04      -2.878219640230e+00       5.905837964455e-03       1.374992522108e-03       3.437475808799e-03       6.874951634041e-06       6.874951645345e-04      -2.159359851268e+00       5.928901243764e-03       5.201239587302e-01       5.424282007871e-01      -2.619305987694e+00       2.101877598459e-03       1.243895721562e-01      -2.405194832853e+00       1.050166687637e-02 
       1.842345218008e+02       5.362843769388e-04      -2.878219905541e+00       5.905837723672e-03       1.374993158310e-03       3.437475806539e-03       6.874951634383e-06       6.874951648867e-04      -2.159360050776e+00       5.928901009500e-03       5.201239440390e-01       5.424281792344e-01      -2.619306137646e+00       2.101876272558e-03       1.243895716373e-01      -2.405195136365e+00       1.050166790610e-02 
       1.842345445452e+02       5.362844602791e-04      -2.878220170851e+00       5.905837482889e-03       1.374993794504e-03       3.437475804301e-03       6.874951634812e-06       6.874951652432e-04      -2.159360250283e+00       5.928900775237e-03       5.201239293478e-01       5.424281576816e-01      -2.619306287599e+00       2.101874946657e-03       1.243895711183e-01      -2.405195439878e+00       1.050166893584e-02 
       1.842345672896e+02       5.362845436194e-04      -2.878220436162e+00       5.905837242105e-03       1.374994430690e-03       3.437475802085e-03       6.874951635327e-06       6.874951656040e-04      -2.159360449791e+00       5.928900540973e-03       5.201239146566e-01       5.424281361288e-01      -2.619306437551e+00       2.101873620755e-03       1.243895705993e-01      -2.405195743390e+00       1.050166996558e-02 
       1.842346455903e+02       5.362848305298e-04      -2.878221349530e+00       5.905836413169e-03       1.374996620787e-03       3.437475794622e-03       6.874951637764e-06       6.874951668791e-04      -2.159361136623e+00       5.928899734494e-03       5.201238640803e-01       5.424280619305e-01      -2.619306953781e+00       2.101869056155e-03       1.243895688125e-01      -2.405196788273e+00       1.050167351058e-02 
       1.842347238910e+02       5.362851174402e-04      -2.878222262898e+00       5.905835584228e-03       1.374998810789e-03       3.437475787417e-03       6.874951641227e-06       6.874951682054e-04      -2.159361823455e+00       5.928898928022e-03       5.201238135039e-01       5.424279877322e-01      -2.619307470011e+00       2.101864491552e-03       1.243895670256e-01      -2.405197833157e+00       1.050167705559e-02 
       1.842348021917e+02       5.362854043507e-04      -2.878223176266e+00       5.905834755281e-03       1.375001000697e-03       3.437475780470e-03       6.874951645717e-06       6.874951695830e-04      -2.159362510286e+00       5.928898121556e-03       5.201237629276e-01       5.424279135339e-01      -2.619307986241e+00       2.101859926945e-03       1.243895652386e-01      -2.405198878040e+00       1.050168060059e-02 
       1.842348804924e+02       5.362856912612e-04      -2.878224089634e+00       5.905833926329e-03       1.375003190511e-03       3.437475773780e-03       6.874951651233e-06       6.874951710118e-04      -2.159363197118e+00       5.928897315096e-03       5.201237123513e-01       5.424278393357e-01      -2.619308502470e+00       2.101855362336e-03       1.243895634515e-01      -2.405199922924e+00       1.050168414560e-02 
       1.842349587931e+02       5.362859781718e-04      -2.878225003001e+00       5.905833097370e-03       1.375005380231e-03       3.437475767348e-03       6.874951657775e-06       6.874951724918e-04      -2.159363883950e+00       5.928896508643e-03       5.201236617750e-01       5.424277651374e-01      -2.619309018698e+00       2.101850797724e-03       1.243895616642e-01      -2.405200967808e+00       1.050168769060e-02 
       1.842350370938e+02       5.362862650824e-04      -2.878225916369e+00       5.905832268406e-03       1.375007569856e-03       3.437475761174e-03       6.874951665343e-06       6.874951740230e-04      -2.159364570781e+00       5.928895702196e-03       5.201236111988e-01       5.424276909391e-01      -2.619309534926e+00       2.101846233108e-03       1.243895598768e-01      -2.405202012693e+00       1.050169123561e-02 
       1.842351815190e+02       5.362867942878e-04      -2.878227601070e+00       5.905830739371e-03       1.375011608363e-03       3.437475750461e-03       6.874951681995e-06       6.874951769815e-04      -2.159365837638e+00       5.928894214725e-03       5.201235179112e-01       5.424275540808e-01      -2.619310487105e+00       2.101837813688e-03       1.243895565796e-01      -2.405203939977e+00       1.050169777435e-02 
       1.842353259443e+02       5.362873234934e-04      -2.878229285771e+00       5.905829210316e-03       1.375015646549e-03       3.437475740624e-03       6.874951702137e-06       6.874951801143e-04      -2.159367104495e+00       5.928892727275e-03       5.201234246237e-01       5.424274172225e-01      -2.619311439282e+00       2.101829394258e-03       1.243895532819e-01      -2.405205867263e+00       1.050170431308e-02 
       1.842354703695e+02       5.362878526991e-04      -2.878230970472e+00       5.905827681241e-03       1.375019684415e-03       3.437475731664e-03       6.874951725769e-06       6.874951834211e-04      -2.159368371351e+00       5.928891239848e-03       5.201233313362e-01       5.424272803643e-01      -2.619312391457e+00       2.101820974816e-03       1.243895499838e-01      -2.405207794549e+00       1.050171085182e-02 
       1.842356147948e+02       5.362883819051e-04      -2.878232655172e+00       5.905826152147e-03       1.375023721961e-03       3.437475723579e-03       6.874951752892e-06       6.874951869021e-04      -2.159369638207e+00       5.928889752441e-03       5.201232380489e-01       5.424271435061e-01      -2.619313343630e+00       2.101812555365e-03       1.243895466853e-01      -2.405209721837e+00       1.050171739055e-02 
       1.842357592200e+02       5.362889111112e-04      -2.878234339872e+00       5.905824623033e-03       1.375027759187e-03       3.437475716371e-03       6.874951783503e-06       6.874951905571e-04      -2.159370905063e+00       5.928888265057e-03       5.201231447616e-01       5.424270066479e-01      -2.619314295802e+00       2.101804135902e-03       1.243895433863e-01      -2.405211649125e+00       1.050172392928e-02 
       1.842361560239e+02       5.362903650894e-04      -2.878238968530e+00       5.905820421739e-03       1.375038849692e-03       3.437475701073e-03       6.874951885569e-06       6.874952014949e-04      -2.159374385709e+00       5.928884178624e-03       5.201228884581e-01       5.424266306345e-01      -2.619316911855e+00       2.101781003635e-03       1.243895343203e-01      -2.405216944294e+00       1.050174189422e-02 
       1.842365528278e+02       5.362918190688e-04      -2.878243597185e+00       5.905816220298e-03       1.375049937783e-03       3.437475692382e-03       6.874952013965e-06       6.874952137458e-04      -2.159377866352e+00       5.928880092353e-03       5.201226321553e-01       5.424262546214e-01      -2.619319527895e+00       2.101757871288e-03       1.243895252510e-01      -2.405222239469e+00       1.050175985914e-02 
       1.842369496317e+02       5.362932730496e-04      -2.878248225836e+00       5.905812018710e-03       1.375061023460e-03       3.437475690295e-03       6.874952168682e-06       6.874952273092e-04      -2.159381346992e+00       5.928876006244e-03       5.201223758530e-01       5.424258786085e-01      -2.619322143921e+00       2.101734738860e-03       1.243895161783e-01      -2.405227534650e+00       1.050177782405e-02 
