# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       3.135208007590e+05       7.660892646948e-09       1.474194396600e+00       2.132658344422e+05       1.387248239108e+04       4.424726560482e-02       4.349325660249e+09       8.506233141218e-01       2.658581948184e+10       8.400940585757e+07       4.200470292878e+08       6.117523395752e+09       2.039174083107e+09       3.808819787004e-08       1.227491682760e+10       4.548231614034e+10       2.175729553600e-04       6.575125146443e-02 
       3.113413619573e+05       7.768321273900e-09       1.484485086672e+00       2.103192737713e+05       1.387247210039e+04       4.455696941843e-02       4.319088229922e+09       8.565575944109e-01       2.585424947620e+10       8.226958866986e+07       4.113479433493e+08       5.949185668941e+09       1.983061512798e+09       3.808819787004e-08       1.193714424252e+10       4.423419691968e+10       2.176728345672e-04       6.583486711130e-02 
       3.091770731803e+05       7.877254969639e-09       1.494847411032e+00       2.074134791871e+05       1.387246173807e+04       4.486884077960e-02       4.289060990443e+09       8.625331340599e-01       2.514281020898e+10       8.056580250590e+07       4.028290125295e+08       5.785480120379e+09       1.928493001831e+09       3.808819787004e-08       1.160866620411e+10       4.302035134850e+10       2.177728871980e-04       6.591919014076e-02 
       3.070278291150e+05       7.987714790640e-09       1.505281865535e+00       2.045478862954e+05       1.387245130361e+04       4.518289485583e-02       4.259242480703e+09       8.685502179744e-01       2.445094774114e+10       7.889730117857e+07       3.944865058929e+08       5.626279286067e+09       1.875426062209e+09       3.808819787004e-08       1.128922695362e+10       4.183983778790e+10       2.178731145282e-04       6.600422511905e-02 
       3.048935251806e+05       8.099722087349e-09       1.515788949440e+00       2.017219385182e+05       1.387244079653e+04       4.549914692076e-02       4.229631249754e+09       8.746091330003e-01       2.377812337637e+10       7.726335395394e+07       3.863167697697e+08       5.471459209433e+09       1.823819375076e+09       3.808819787004e-08       1.097857777003e+10       4.069174047955e+10       2.179735178426e-04       6.608997664046e-02 
       3.027740575232e+05       8.213298508273e-09       1.526369165415e+00       1.989350869862e+05       1.387243021631e+04       4.581761235484e-02       4.200225856731e+09       8.807101679364e-01       2.312381324165e+10       7.566324523119e+07       3.783162261559e+08       5.320899344820e+09       1.773632758545e+09       3.808819787004e-08       1.067647677636e+10       3.957516883422e+10       2.180740984358e-04       6.617644932753e-02 
       3.006693230107e+05       8.328466004129e-09       1.537023019568e+00       1.961867904314e+05       1.387241956246e+04       4.613830664613e-02       4.171024870785e+09       8.868536135472e-01       2.248750787941e+10       7.409627422927e+07       3.704813711463e+08       5.174482463626e+09       1.724827136418e+09       3.808819787004e-08       1.038268875136e+10       3.848925673977e+10       2.181748576117e-04       6.626364783112e-02 
       2.985792192281e+05       8.445246832049e-09       1.547751021470e+00       1.934765150820e+05       1.387240883446e+04       4.646124539101e-02       4.142026871014e+09       8.930397625761e-01       2.186871185080e+10       7.256175467996e+07       3.628087733998e+08       5.032094563029e+09       1.677364507755e+09       3.808819787004e-08       1.009698494638e+10       3.743316188829e+10       2.182757966837e-04       6.635157683060e-02 
       2.965036444722e+05       8.563663559843e-09       1.558553684179e+00       1.908037345589e+05       1.387239803179e+04       4.678644429496e-02       4.113230446394e+09       8.992689097585e-01       2.126694334998e+10       7.105901452734e+07       3.552950726367e+08       4.893624777222e+09       1.631207917288e+09       3.808819787004e-08       9.819142907242e+09       3.640606512161e+10       2.183769169748e-04       6.644024103396e-02 
       2.944424977468e+05       8.683739070322e-09       1.569431524260e+00       1.881679297726e+05       1.387238715395e+04       4.711391917332e-02       4.084634195709e+09       9.055413518348e-01       2.068173382896e+10       6.958739563341e+07       3.479369781670e+08       4.758965291096e+09       1.586321426648e+09       3.808819787004e-08       9.548946301034e+09       3.540716979489e+10       2.184782198180e-04       6.652964517799e-02 
       2.923956787578e+05       8.805496565681e-09       1.580385061809e+00       1.855685888229e+05       1.387237620042e+04       4.744368595208e-02       4.056236727481e+09       9.118573875634e-01       2.011262763279e+10       6.814625348992e+07       3.407312674496e+08       4.628011256291e+09       1.542670086383e+09       3.808819787004e-08       9.286184747686e+09       3.443570115771e+10       2.185797065557e-04       6.661979402839e-02 
       2.903630879083e+05       8.928959571942e-09       1.591414820477e+00       1.830052068989e+05       1.387236517066e+04       4.777576066859e-02       4.028036659909e+09       9.182173177349e-01       1.955918164479e+10       6.673495693607e+07       3.336747846804e+08       4.500660709561e+09       1.500219908744e+09       3.808819787004e-08       9.030653656160e+09       3.349090575212e+10       2.186813785404e-04       6.671069237993e-02 
       2.883446262935e+05       9.054151943457e-09       1.602521327499e+00       1.804772861812e+05       1.387235406415e+04       4.811015947241e-02       4.000032620793e+09       9.246214451843e-01       1.902096494151e+10       6.535288788210e+07       3.267644394105e+08       4.376814493381e+09       1.458937841226e+09       3.808819787004e-08       8.782154065149e+09       3.257205082733e+10       2.187832371343e-04       6.680234505658e-02 
       2.863401956965e+05       9.181097867477e-09       1.613705113707e+00       1.779843357445e+05       1.387234288037e+04       4.844689862604e-02       3.972223247475e+09       9.310700748055e-01       1.849755845726e+10       6.399944103857e+07       3.199972051929e+08       4.256376178750e+09       1.418791740827e+09       3.808819787004e-08       8.540492488171e+09       3.167842377041e+10       2.188852837098e-04       6.689475691167e-02 
       2.843496985828e+05       9.309821868783e-09       1.624966713563e+00       1.755258714625e+05       1.387233161877e+04       4.878599450575e-02       3.944607186768e+09       9.375635135643e-01       1.798855465775e+10       6.267402365134e+07       3.133701182567e+08       4.139251990103e+09       1.379750349028e+09       3.808819787004e-08       8.305480762912e+09       3.080933155268e+10       2.189875196491e-04       6.698793282801e-02 
       2.823730380961e+05       9.440348814376e-09       1.636306665181e+00       1.731014159137e+05       1.387232027881e+04       4.912746360235e-02       3.917183094891e+09       9.441020705121e-01       1.749355722286e+10       6.137605524188e+07       3.068802762094e+08       4.025350732299e+09       1.341783267448e+09       3.808819787004e-08       8.076935904728e+09       2.996410019134e+10       2.190899463448e-04       6.708187771809e-02 
       2.804101180533e+05       9.572703918241e-09       1.647725510349e+00       1.707104982884e+05       1.387230885997e+04       4.947132252200e-02       3.889949637404e+09       9.506860567999e-01       1.701218073799e+10       6.010496735312e+07       3.005248367656e+08       3.914583719616e+09       1.304860934182e+09       3.808819787004e-08       7.854679964164e+09       2.914207422588e+10       2.191925651996e-04       6.717659652413e-02 
       2.784608429399e+05       9.706912746169e-09       1.659223794557e+00       1.683526542972e+05       1.387229736168e+04       4.981758798701e-02       3.862905489145e+09       9.573157856919e-01       1.654405039400e+10       5.886020330047e+07       2.943010165024e+08       3.806864706700e+09       1.268954600778e+09       3.808819787004e-08       7.638539888405e+09       2.834261620891e+10       2.192953776263e-04       6.727209421831e-02 
       2.765251179055e+05       9.843001220652e-09       1.670802067016e+00       1.660274260805e+05       1.387228578341e+04       5.016627683666e-02       3.836049334162e+09       9.639915725793e-01       1.608880169540e+10       5.764121792800e+07       2.882060896400e+08       3.702109821411e+09       1.234036309858e+09       3.808819787004e-08       7.428347386536e+09       2.756510621092e+10       2.193983850482e-04       6.736837580290e-02 
       2.746028487587e+05       9.980995625837e-09       1.682460880689e+00       1.637343621198e+05       1.387227412460e+04       5.051740602801e-02       3.809379865650e+09       9.707137349947e-01       1.564608017654e+10       5.644747736970e+07       2.822373868485e+08       3.600237499522e+09       1.200078873347e+09       3.808819787004e-08       7.223938798507e+09       2.680894133878e+10       2.195015888992e-04       6.746544631034e-02 
       2.726939419632e+05       1.012092261256e-08       1.694200792313e+00       1.614730171496e+05       1.387226238469e+04       5.087099263674e-02       3.782895785890e+09       9.774825926257e-01       1.521554112558e+10       5.527845881568e+07       2.763922940784e+08       3.501168421210e+09       1.167055851305e+09       3.808819787004e-08       7.025154967706e+09       2.607353526739e+10       2.196049906234e-04       6.756331080346e-02 
       2.707983046328e+05       1.026280920344e-08       1.706022362427e+00       1.592429520707e+05       1.387225056312e+04       5.122705385795e-02       3.756595806183e+09       9.842984673294e-01       1.479684931614e+10       5.413365028321e+07       2.706682514160e+08       3.404825449300e+09       1.134941531341e+09       3.808819787004e-08       6.831841117039e+09       2.535831778418e+10       2.197085916757e-04       6.766197437561e-02 
       2.689158445268e+05       1.040668279805e-08       1.717926155392e+00       1.570437338650e+05       1.387223865932e+04       5.158560700700e-02       3.730478646788e+09       9.911616831462e-01       1.438967874630e+10       5.301255039246e+07       2.650627519623e+08       3.311133569202e+09       1.103710908591e+09       3.808819787004e-08       6.643846728417e+09       2.466273434627e+10       2.198123935215e-04       6.776144215078e-02 
       2.670464700460e+05       1.055257117815e-08       1.729912739418e+00       1.548749355114e+05       1.387222667274e+04       5.194666952040e-02       3.704543036860e+09       9.980725663149e-01       1.399371238470e+10       5.191466814694e+07       2.595733407347e+08       3.220019830504e+09       1.073339666253e+09       3.808819787004e-08       6.461025425564e+09       2.398624564965e+10       2.199163976369e-04       6.786171928374e-02 
       2.651900902277e+05       1.070050251302e-08       1.741982686592e+00       1.527361359021e+05       1.387221460279e+04       5.231025895658e-02       3.678787714388e+09       1.005031445286e+00       1.360864192379e+10       5.083952271849e+07       2.541976135925e+08       3.131413290174e+09       1.043804156651e+09       3.808819787004e-08       6.283234860043e+09       2.332832721032e+10       2.200206055091e-04       6.796281096023e-02 
